code,date,hour,total,value,temp,wspd,prcp,coco
Luxembourg,2021-08-07,05:00,32,15.0,14.0,10.8,0.0,1.0
Esch,2021-08-08,05:00,122,5.0,13.5,18.0,0.0,5.0
Luxembourg,2021-08-08,05:00,82,7.0,13.5,18.0,0.0,5.0
Esch,2021-08-09,05:00,110,21.0,12.0,7.2,0.0,5.0
Luxembourg,2021-08-09,05:00,100,19.0,12.0,7.2,0.0,5.0
Esch,2021-08-11,05:00,130,22.0,14.5,3.6,0.0,5.0
Luxembourg,2021-08-11,05:00,90,15.0,14.5,3.6,0.0,5.0
Esch,2021-08-12,05:00,128,28.0,16.5,7.2,0.0,5.0
Luxembourg,2021-08-12,05:00,84,18.0,16.5,7.2,0.0,5.0
Esch,2021-08-13,05:00,136,35.0,18.1,10.8,0.0,1.0
Luxembourg,2021-08-13,05:00,116,25.0,18.1,10.8,0.0,1.0
Esch,2021-08-14,05:00,160,20.0,15.2,0.0,0.0,1.0
Luxembourg,2021-08-14,05:00,68,16.0,15.2,0.0,0.0,1.0
Esch,2021-08-15,05:00,144,12.0,16.1,14.4,0.0,1.0
Luxembourg,2021-08-15,05:00,56,17.0,16.1,14.4,0.0,1.0
Esch,2021-08-16,05:00,162,26.0,14.7,18.0,0.0,1.0
Luxembourg,2021-08-16,05:00,80,22.0,14.7,18.0,0.0,1.0
Esch,2021-08-17,05:00,130,28.0,9.1,14.4,0.0,5.0
Luxembourg,2021-08-17,05:00,112,15.0,9.1,14.4,0.0,5.0
Esch,2021-08-18,05:00,104,30.0,13.1,14.4,0.0,5.0
Luxembourg,2021-08-18,05:00,82,19.0,13.1,14.4,0.0,5.0
Esch,2021-08-19,05:00,132,24.0,14.6,14.4,0.0,5.0
Luxembourg,2021-08-19,05:00,100,14.0,14.6,14.4,0.0,5.0
Esch,2021-08-20,05:00,130,25.0,12.6,7.2,0.0,5.0
Esch,2021-08-21,05:00,132,13.0,13.7,14.4,0.0,5.0
Esch,2021-08-22,05:00,134,9.0,16.7,10.8,0.0,5.0
Esch,2021-08-23,05:00,148,40.0,14.5,14.4,0.0,7.0
Esch,2021-08-24,05:00,116,44.0,12.7,18.0,0.0,1.0
Luxembourg,2021-08-24,05:00,100,22.0,12.7,18.0,0.0,1.0
Esch,2021-08-25,05:00,134,38.0,11.2,21.6,0.0,1.0
Luxembourg,2021-08-25,05:00,100,23.0,11.2,21.6,0.0,1.0
Esch,2021-08-27,05:00,96,44.0,11.2,14.4,0.0,1.0
Luxembourg,2021-08-27,05:00,110,24.0,11.2,14.4,0.0,1.0
Esch,2021-08-28,05:00,178,33.0,11.1,10.8,0.0,1.0
Luxembourg,2021-08-28,05:00,92,23.0,11.1,10.8,0.0,1.0
Esch,2021-08-29,05:00,166,13.0,12.5,10.8,0.0,5.0
Luxembourg,2021-08-29,05:00,84,6.0,12.5,10.8,0.0,5.0
Esch,2021-08-30,05:00,134,38.0,14.1,14.4,0.0,5.0
Luxembourg,2021-08-30,05:00,108,21.0,14.1,14.4,0.0,5.0
Esch,2021-08-31,05:00,108,40.0,14.0,21.6,0.0,1.0
Luxembourg,2021-08-31,05:00,94,16.0,14.0,21.6,0.0,1.0
Esch,2021-09-01,05:00,144,48.0,12.2,18.0,0.0,1.0
Luxembourg,2021-09-01,05:00,94,20.0,12.2,18.0,0.0,1.0
Esch,2021-09-02,05:00,154,55.0,10.5,21.6,0.0,1.0
Luxembourg,2021-09-02,05:00,90,22.0,10.5,21.6,0.0,1.0
Esch,2021-09-03,05:00,144,48.0,13.2,18.0,0.0,1.0
Luxembourg,2021-09-03,05:00,100,36.0,13.2,18.0,0.0,1.0
Esch,2021-09-04,05:00,148,34.0,14.2,10.8,0.0,1.0
Luxembourg,2021-09-04,05:00,88,26.0,14.2,10.8,0.0,1.0
Esch,2021-09-05,05:00,192,16.0,14.5,10.8,0.0,1.0
Luxembourg,2021-09-05,05:00,92,21.0,14.5,10.8,0.0,1.0
Esch,2021-09-06,05:00,144,59.0,15.2,10.8,0.0,1.0
Luxembourg,2021-09-06,05:00,98,29.0,15.2,10.8,0.0,1.0
Esch,2021-09-07,05:00,144,62.0,16.0,14.4,0.0,1.0
Luxembourg,2021-09-07,05:00,84,44.0,16.0,14.4,0.0,1.0
Esch,2021-09-08,05:00,130,62.0,14.7,14.4,0.0,1.0
Luxembourg,2021-09-08,05:00,88,32.0,14.7,14.4,0.0,1.0
Esch,2021-09-09,05:00,132,76.0,15.5,3.6,0.0,5.0
Luxembourg,2021-09-09,05:00,104,46.0,15.5,3.6,0.0,5.0
Esch,2021-09-10,05:00,158,46.0,16.6,7.2,0.0,5.0
Luxembourg,2021-09-10,05:00,104,22.0,16.6,7.2,0.0,5.0
Esch,2021-09-11,05:00,204,33.0,16.1,10.8,0.0,5.0
Luxembourg,2021-09-11,05:00,114,15.0,16.1,10.8,0.0,5.0
Esch,2021-09-12,05:00,218,16.0,11.0,10.8,0.0,1.0
Luxembourg,2021-09-12,05:00,128,15.0,11.0,10.8,0.0,1.0
Esch,2021-09-13,05:00,164,36.0,12.2,14.4,0.0,5.0
Luxembourg,2021-09-13,05:00,108,27.0,12.2,14.4,0.0,5.0
Esch,2021-09-14,05:00,126,42.0,13.5,14.4,0.0,5.0
Luxembourg,2021-09-14,05:00,88,33.0,13.5,14.4,0.0,5.0
Esch,2021-09-15,05:00,134,20.0,16.7,3.6,0.5,5.0
Luxembourg,2021-09-15,05:00,78,24.0,16.7,3.6,0.5,5.0
Esch,2021-09-16,05:00,160,65.0,14.5,14.4,0.0,5.0
Luxembourg,2021-09-16,05:00,106,22.0,14.5,14.4,0.0,5.0
Esch,2021-09-17,05:00,160,41.0,12.0,7.2,0.0,5.0
Luxembourg,2021-09-17,05:00,92,23.0,12.0,7.2,0.0,5.0
Esch,2021-09-20,05:00,100,36.0,12.5,10.8,0.0,5.0
Luxembourg,2021-09-20,05:00,96,21.0,12.5,10.8,0.0,5.0
Esch,2021-09-21,05:00,102,32.0,11.2,14.4,0.0,5.0
Luxembourg,2021-09-21,05:00,68,24.0,11.2,14.4,0.0,5.0
Esch,2021-09-22,05:00,98,40.0,7.5,14.4,0.0,5.0
Luxembourg,2021-09-22,05:00,76,31.0,7.5,14.4,0.0,5.0
Esch,2021-09-23,05:00,106,34.0,9.7,7.2,0.0,1.0
Luxembourg,2021-09-23,05:00,80,24.0,9.7,7.2,0.0,1.0
Esch,2021-09-24,05:00,126,51.0,11.2,10.8,0.0,5.0
Luxembourg,2021-09-24,05:00,86,42.0,11.2,10.8,0.0,5.0
Esch,2021-09-26,05:00,228,19.0,14.2,10.8,0.0,1.0
Luxembourg,2021-09-26,05:00,70,28.0,14.2,10.8,0.0,1.0
Esch,2021-09-27,05:00,146,59.0,13.2,10.8,0.0,5.0
Luxembourg,2021-09-27,05:00,98,25.0,13.2,10.8,0.0,5.0
Esch,2021-09-28,05:00,136,44.0,10.6,7.2,0.0,5.0
Luxembourg,2021-09-28,05:00,108,29.0,10.6,7.2,0.0,5.0
Esch,2021-09-29,05:00,126,34.0,8.5,7.2,0.0,5.0
Luxembourg,2021-09-29,05:00,82,34.0,8.5,7.2,0.0,5.0
Esch,2021-09-30,05:00,128,63.0,3.6,10.8,0.0,1.0
Luxembourg,2021-09-30,05:00,100,31.0,3.6,10.8,0.0,1.0
Esch,2021-10-01,05:00,130,77.0,6.1,7.2,0.0,1.0
Luxembourg,2021-10-01,05:00,86,42.0,6.1,7.2,0.0,1.0
Esch,2021-10-02,05:00,164,10.0,10.7,10.8,0.0,5.0
Luxembourg,2021-10-02,05:00,98,15.0,10.7,10.8,0.0,5.0
Esch,2021-10-03,05:00,174,3.0,16.7,21.6,0.3,5.0
Luxembourg,2021-10-03,05:00,82,5.0,16.7,21.6,0.3,5.0
Esch,2021-10-04,05:00,134,29.0,10.0,10.8,0.0,5.0
Luxembourg,2021-10-04,05:00,88,28.0,10.0,10.8,0.0,5.0
Esch,2021-10-05,05:00,146,58.0,8.5,7.2,0.0,5.0
Luxembourg,2021-10-05,05:00,110,20.0,8.5,7.2,0.0,5.0
Esch,2021-10-06,05:00,156,57.0,9.1,21.6,0.0,5.0
Luxembourg,2021-10-06,05:00,112,13.0,9.1,21.6,0.0,5.0
Esch,2021-10-07,05:00,160,42.0,7.2,10.8,0.0,5.0
Luxembourg,2021-10-07,05:00,88,28.0,7.2,10.8,0.0,5.0
Esch,2021-10-08,05:00,136,42.0,7.6,18.0,0.0,1.0
Luxembourg,2021-10-08,05:00,100,27.0,7.6,18.0,0.0,1.0
Esch,2021-10-09,05:00,178,39.0,6.7,18.0,0.0,1.0
Luxembourg,2021-10-09,05:00,70,15.0,6.7,18.0,0.0,1.0
Esch,2021-10-10,05:00,166,19.0,6.6,14.4,0.0,1.0
Luxembourg,2021-10-10,05:00,70,22.0,6.6,14.4,0.0,1.0
Esch,2021-10-11,05:00,150,51.0,6.2,7.2,0.0,1.0
Luxembourg,2021-10-11,05:00,90,22.0,6.2,7.2,0.0,1.0
Esch,2021-10-12,05:00,132,50.0,7.5,7.2,0.0,5.0
Luxembourg,2021-10-12,05:00,112,32.0,7.5,7.2,0.0,5.0
Esch,2021-10-13,05:00,126,47.0,5.2,10.8,0.0,1.0
Luxembourg,2021-10-13,05:00,68,22.0,5.2,10.8,0.0,1.0
Esch,2021-10-14,05:00,108,46.0,5.7,10.8,0.0,1.0
Luxembourg,2021-10-14,05:00,84,25.0,5.7,10.8,0.0,1.0
Esch,2021-10-15,05:00,144,52.0,5.0,10.8,0.0,1.0
Luxembourg,2021-10-15,05:00,94,24.0,5.0,10.8,0.0,1.0
Esch,2021-10-16,05:00,168,23.0,4.7,14.4,0.0,1.0
Luxembourg,2021-10-16,05:00,112,19.0,4.7,14.4,0.0,1.0
Esch,2021-10-17,05:00,244,17.0,7.7,7.2,0.0,5.0
Luxembourg,2021-10-17,05:00,76,14.0,7.7,7.2,0.0,5.0
Esch,2021-10-18,05:00,164,36.0,4.0,7.2,0.0,5.0
Luxembourg,2021-10-18,05:00,94,23.0,4.0,7.2,0.0,5.0
Esch,2021-10-19,05:00,134,27.0,8.6,10.8,0.0,5.0
Luxembourg,2021-10-19,05:00,86,27.0,8.6,10.8,0.0,5.0
Esch,2021-10-20,05:00,146,27.0,11.2,18.0,0.0,1.0
Luxembourg,2021-10-20,05:00,98,28.0,11.2,18.0,0.0,1.0
Esch,2021-10-21,05:00,138,26.0,11.5,46.8,0.4,7.0
Luxembourg,2021-10-21,05:00,96,5.0,11.5,46.8,0.4,7.0
Esch,2021-10-22,05:00,132,66.0,3.1,10.8,0.0,1.0
Luxembourg,2021-10-22,05:00,90,24.0,3.1,10.8,0.0,1.0
Esch,2021-10-23,05:00,156,32.0,6.6,7.2,0.0,5.0
Luxembourg,2021-10-23,05:00,108,22.0,6.6,7.2,0.0,5.0
Esch,2021-10-24,05:00,192,18.0,3.1,18.0,0.0,1.0
Luxembourg,2021-10-24,05:00,84,17.0,3.1,18.0,0.0,1.0
Esch,2021-10-25,05:00,150,45.0,3.2,7.2,0.0,1.0
Luxembourg,2021-10-25,05:00,102,38.0,3.2,7.2,0.0,1.0
Esch,2021-10-26,05:00,144,42.0,9.1,7.2,0.0,5.0
Esch,2021-10-28,05:00,138,42.0,7.5,10.8,0.0,5.0
Esch,2021-10-29,05:00,142,39.0,5.1,10.8,0.0,1.0
Luxembourg,2021-10-29,05:00,96,33.0,5.1,10.8,0.0,1.0
Esch,2021-10-30,05:00,202,42.0,10.1,10.8,0.3,7.0
Luxembourg,2021-10-30,05:00,128,15.0,10.1,10.8,0.3,7.0
Esch,2021-11-01,05:00,228,8.0,8.0,14.4,0.0,1.0
Luxembourg,2021-11-01,05:00,74,7.0,8.0,14.4,0.0,1.0
Esch,2021-11-02,05:00,138,12.0,5.6,7.2,0.0,5.0
Luxembourg,2021-11-02,05:00,94,18.0,5.6,7.2,0.0,5.0
Esch,2021-11-03,05:00,138,18.0,5.0,18.0,0.7,7.0
Luxembourg,2021-11-03,05:00,48,13.0,5.0,18.0,0.7,7.0
Esch,2021-11-04,05:00,122,45.0,4.6,14.4,0.0,5.0
Luxembourg,2021-11-04,05:00,60,24.0,4.6,14.4,0.0,5.0
Esch,2021-11-05,05:00,136,33.0,5.0,10.8,0.0,5.0
Luxembourg,2021-11-05,05:00,62,22.0,5.0,10.8,0.0,5.0
Esch,2021-11-06,05:00,140,20.0,5.1,7.2,0.0,5.0
Luxembourg,2021-11-06,05:00,106,18.0,5.1,7.2,0.0,5.0
Esch,2021-11-07,05:00,158,6.0,4.0,14.4,0.0,5.0
Luxembourg,2021-11-07,05:00,78,10.0,4.0,14.4,0.0,5.0
Esch,2021-11-08,05:00,138,27.0,1.5,7.2,0.0,1.0
Luxembourg,2021-11-08,05:00,90,23.0,1.5,7.2,0.0,1.0
Esch,2021-11-09,05:00,136,27.0,2.6,10.8,0.0,1.0
Luxembourg,2021-11-09,05:00,84,22.0,2.6,10.8,0.0,1.0
Esch,2021-11-10,05:00,116,29.0,0.5,7.2,0.0,1.0
Luxembourg,2021-11-10,05:00,78,26.0,0.5,7.2,0.0,1.0
Esch,2021-11-11,05:00,140,34.0,-1.0,13.0,0.0,1.0
Luxembourg,2021-11-11,05:00,74,23.0,-1.0,13.0,0.0,1.0
Esch,2021-11-12,05:00,144,30.0,-1.5,0.0,0.0,5.0
Luxembourg,2021-11-12,05:00,54,28.0,-1.5,0.0,0.0,5.0
Esch,2021-11-13,05:00,180,9.0,1.7,14.4,0.0,5.0
Luxembourg,2021-11-13,05:00,118,21.0,1.7,14.4,0.0,5.0
Esch,2021-11-14,05:00,256,23.0,8.2,14.4,0.0,5.0
Luxembourg,2021-11-14,05:00,98,16.0,8.2,14.4,0.0,5.0
Esch,2021-11-15,05:00,146,19.0,6.5,18.0,0.0,5.0
Luxembourg,2021-11-15,05:00,90,13.0,6.5,18.0,0.0,5.0
Esch,2021-11-16,05:00,156,23.0,4.2,10.8,0.0,5.0
Luxembourg,2021-11-16,05:00,68,19.0,4.2,10.8,0.0,5.0
Esch,2021-11-17,05:00,128,26.0,3.1,7.2,0.0,5.0
Luxembourg,2021-11-17,05:00,64,19.0,3.1,7.2,0.0,5.0
Esch,2021-11-18,05:00,136,33.0,3.2,10.8,0.0,5.0
Luxembourg,2021-11-18,05:00,58,18.0,3.2,10.8,0.0,5.0
Esch,2021-11-19,05:00,130,36.0,5.5,10.8,0.0,5.0
Luxembourg,2021-11-19,05:00,78,18.0,5.5,10.8,0.0,5.0
Esch,2021-11-20,05:00,222,18.0,7.5,7.2,0.0,5.0
Luxembourg,2021-11-20,05:00,108,20.0,7.5,7.2,0.0,5.0
Esch,2021-11-21,05:00,192,14.0,4.1,14.4,0.0,5.0
Luxembourg,2021-11-21,05:00,80,8.0,4.1,14.4,0.0,5.0
Esch,2021-11-22,05:00,132,26.0,4.1,21.6,0.0,5.0
Luxembourg,2021-11-22,05:00,70,17.0,4.1,21.6,0.0,5.0
Esch,2021-11-23,05:00,128,41.0,-0.9,25.2,0.0,1.0
Luxembourg,2021-11-23,05:00,80,18.0,-0.9,25.2,0.0,1.0
Esch,2021-11-24,05:00,128,32.0,3.0,18.0,0.0,5.0
Luxembourg,2021-11-24,05:00,74,41.0,3.0,18.0,0.0,5.0
Esch,2021-11-25,05:00,148,34.0,1.5,14.4,0.0,5.0
Luxembourg,2021-11-25,05:00,54,23.0,1.5,14.4,0.0,5.0
Esch,2021-11-26,05:00,132,45.0,1.2,10.8,0.0,5.0
Luxembourg,2021-11-26,05:00,88,33.0,1.2,10.8,0.0,5.0
Esch,2021-11-27,05:00,162,25.0,0.1,10.8,0.5,5.0
Luxembourg,2021-11-27,05:00,114,14.0,0.1,10.8,0.5,5.0
Esch,2021-11-28,05:00,198,15.0,0.6,7.2,0.2,5.0
Luxembourg,2021-11-28,05:00,80,11.0,0.6,7.2,0.2,5.0
Esch,2021-11-29,05:00,136,47.0,-0.9,14.4,0.0,1.0
Luxembourg,2021-11-29,05:00,102,35.0,-0.9,14.4,0.0,1.0
Esch,2021-11-30,05:00,144,22.0,0.7,25.2,0.1,7.0
Luxembourg,2021-11-30,05:00,72,16.0,0.7,25.2,0.1,7.0
Esch,2021-12-02,05:00,156,37.0,2.7,18.0,0.6,7.0
Luxembourg,2021-12-02,05:00,80,17.0,2.7,18.0,0.6,7.0
Esch,2021-12-03,05:00,176,31.0,-0.2,10.8,0.0,5.0
Luxembourg,2021-12-03,05:00,84,21.0,-0.2,10.8,0.0,5.0
Esch,2021-12-04,05:00,212,25.0,1.0,10.8,0.2,7.0
Luxembourg,2021-12-04,05:00,86,13.0,1.0,10.8,0.2,7.0
Esch,2021-12-05,05:00,228,10.0,1.7,18.0,0.0,5.0
Luxembourg,2021-12-05,05:00,76,6.0,1.7,18.0,0.0,5.0
Esch,2021-12-06,05:00,178,32.0,0.7,7.2,0.0,5.0
Luxembourg,2021-12-06,05:00,88,23.0,0.7,7.2,0.0,5.0
Esch,2021-12-07,05:00,162,29.0,2.2,18.0,0.0,5.0
Luxembourg,2021-12-07,05:00,84,17.0,2.2,18.0,0.0,5.0
Esch,2021-12-08,05:00,138,21.0,3.6,18.0,0.8,5.0
Luxembourg,2021-12-08,05:00,64,13.0,3.6,18.0,0.8,5.0
Esch,2021-12-09,05:00,138,27.0,0.7,25.2,0.0,5.0
Luxembourg,2021-12-09,05:00,56,15.0,0.7,25.2,0.0,5.0
Esch,2021-12-10,05:00,140,22.0,0.5,14.4,0.0,5.0
Esch,2021-12-11,05:00,226,36.0,0.6,7.2,0.0,5.0
Luxembourg,2021-12-11,05:00,120,27.0,0.6,7.2,0.0,5.0
Esch,2021-12-12,05:00,242,6.0,1.2,14.4,0.0,5.0
Luxembourg,2021-12-12,05:00,142,19.0,1.2,14.4,0.0,5.0
Esch,2021-12-13,05:00,160,23.0,4.8,4.0,0.0,5.0
Luxembourg,2021-12-13,05:00,114,23.0,4.8,4.0,0.0,5.0
Esch,2021-12-14,05:00,150,21.0,4.4,14.0,0.0,5.0
Luxembourg,2021-12-14,05:00,86,17.0,4.4,14.0,0.0,5.0
Esch,2021-12-15,05:00,126,25.0,4.9,4.0,0.0,5.0
Luxembourg,2021-12-15,05:00,80,25.0,4.9,4.0,0.0,5.0
Esch,2021-12-16,05:00,152,28.0,5.8,4.0,0.0,5.0
Luxembourg,2021-12-16,05:00,74,23.0,5.8,4.0,0.0,5.0
Esch,2021-12-17,05:00,152,18.0,6.5,22.0,0.0,5.0
Luxembourg,2021-12-17,05:00,110,15.0,6.5,22.0,0.0,5.0
Esch,2021-12-18,05:00,180,18.0,3.9,18.0,0.0,5.0
Luxembourg,2021-12-18,05:00,114,15.0,3.9,18.0,0.0,5.0
Esch,2021-12-19,05:00,232,21.0,2.2,14.0,0.0,5.0
Luxembourg,2021-12-19,05:00,76,19.0,2.2,14.0,0.0,5.0
Esch,2021-12-20,05:00,140,28.0,3.7,11.0,0.0,5.0
Luxembourg,2021-12-20,05:00,64,24.0,3.7,11.0,0.0,5.0
Esch,2021-12-21,05:00,136,37.0,-3.6,14.0,0.0,1.0
Luxembourg,2021-12-21,05:00,80,26.0,-3.6,14.0,0.0,1.0
Esch,2021-12-22,05:00,152,36.0,-4.2,14.0,0.0,1.0
Luxembourg,2021-12-22,05:00,62,33.0,-4.2,14.0,0.0,1.0
Esch,2021-12-24,05:00,188,22.0,6.1,18.0,0.0,5.0
Luxembourg,2021-12-24,05:00,82,15.0,6.1,18.0,0.0,5.0
Esch,2021-12-25,05:00,88,13.0,6.3,11.0,0.2,7.0
Luxembourg,2021-12-25,05:00,32,19.0,6.3,11.0,0.2,7.0
Esch,2021-12-26,05:00,76,11.0,1.2,7.0,0.2,7.0
Luxembourg,2021-12-26,05:00,24,10.0,1.2,7.0,0.2,7.0
Esch,2021-12-27,05:00,160,27.0,5.0,7.0,0.4,5.0
Luxembourg,2021-12-27,05:00,80,28.0,5.0,7.0,0.4,5.0
Esch,2021-12-28,05:00,138,11.0,7.3,22.0,0.4,7.0
Luxembourg,2021-12-28,05:00,56,16.0,7.3,22.0,0.4,7.0
Esch,2021-12-29,05:00,144,14.0,7.0,25.0,0.0,5.0
Luxembourg,2021-12-29,05:00,64,8.0,7.0,25.0,0.0,5.0
Esch,2021-12-30,05:00,140,11.0,12.0,18.0,0.4,5.0
Luxembourg,2021-12-30,05:00,48,9.0,12.0,18.0,0.4,5.0
Esch,2021-12-31,05:00,120,20.0,9.9,14.0,0.0,5.0
Luxembourg,2021-12-31,05:00,62,22.0,9.9,14.0,0.0,5.0
Esch,2020-01-18,05:00,152,15.0,1.5,14.4,0.0,1.0
Esch,2020-03-14,05:00,190,35.0,3.1,3.6,0.0,5.0
Esch,2020-03-15,05:00,202,10.0,5.0,10.8,0.0,5.0
Esch,2020-03-16,05:00,136,49.0,6.2,7.2,0.0,1.0
Esch,2020-03-17,05:00,136,38.0,8.2,7.2,0.0,5.0
Esch,2020-03-18,05:00,102,33.0,6.1,7.2,0.0,1.0
Esch,2020-03-19,05:00,86,30.0,7.7,7.2,0.0,1.0
Esch,2020-03-20,05:00,78,30.0,9.2,14.4,0.0,1.0
Esch,2020-03-21,05:00,62,13.0,2.2,32.4,0.8,7.0
Esch,2020-03-22,05:00,22,5.0,0.0,25.2,0.0,1.0
Esch,2020-03-23,05:00,104,8.0,-1.0,21.6,0.0,1.0
Esch,2020-03-24,05:00,88,8.0,-0.4,14.4,0.0,1.0
Esch,2020-03-25,05:00,62,15.0,0.1,18.0,0.0,1.0
Esch,2020-03-26,05:00,72,18.0,0.6,25.2,0.0,1.0
Esch,2020-03-27,05:00,68,32.0,3.2,21.6,0.0,1.0
Esch,2020-03-28,05:00,82,28.0,8.5,21.6,0.0,1.0
Esch,2020-03-30,05:00,74,17.0,-1.4,28.8,0.0,1.0
Esch,2020-03-31,05:00,56,31.0,2.0,14.4,0.0,5.0
Esch,2020-04-01,05:00,74,53.0,0.6,14.4,0.0,1.0
Esch,2020-04-02,05:00,64,52.0,3.0,10.8,0.0,1.0
Esch,2020-04-03,05:00,52,30.0,3.2,14.4,0.0,5.0
Esch,2020-04-04,05:00,36,38.0,4.1,10.8,0.0,5.0
Esch,2020-04-05,05:00,30,20.0,6.0,10.8,0.0,1.0
Esch,2020-04-06,05:00,90,89.0,9.0,10.8,0.0,1.0
Esch,2020-04-07,05:00,78,46.0,12.0,14.4,0.0,1.0
Esch,2020-04-08,05:00,80,49.0,12.5,14.4,0.0,1.0
Esch,2020-04-09,05:00,92,56.0,12.7,3.6,0.0,5.0
Esch,2020-04-10,05:00,86,49.0,13.0,18.0,0.0,5.0
Esch,2020-04-11,05:00,82,33.0,12.0,18.0,0.0,1.0
Esch,2020-04-12,05:00,26,21.0,12.0,10.8,0.0,5.0
Esch,2020-04-13,05:00,16,13.0,12.0,3.6,0.0,5.0
Esch,2020-04-14,05:00,86,30.0,1.0,21.6,0.0,1.0
Esch,2020-04-15,05:00,60,45.0,3.0,18.0,0.0,1.0
Esch,2020-04-16,05:00,86,46.0,9.0,7.2,0.0,1.0
Esch,2020-04-18,05:00,66,29.0,13.7,3.6,0.0,5.0
Esch,2020-04-19,05:00,28,11.0,9.7,10.8,0.0,1.0
Esch,2020-04-20,05:00,106,32.0,8.0,25.2,0.0,1.0
Esch,2020-04-21,05:00,90,28.0,9.1,25.2,0.0,1.0
Esch,2020-04-24,05:00,96,75.0,9.7,10.8,0.0,1.0
Esch,2020-04-25,05:00,74,40.0,7.7,10.8,0.0,1.0
Esch,2020-04-26,05:00,26,18.0,8.0,14.4,0.0,1.0
Esch,2020-04-27,05:00,134,71.0,7.7,3.6,0.0,1.0
Esch,2020-04-30,05:00,110,43.0,9.7,21.6,1.8,7.0
Esch,2020-05-01,05:00,20,6.0,8.0,25.2,0.9,5.0
Esch,2020-05-02,05:00,48,24.0,6.2,18.0,0.0,1.0
Esch,2020-05-03,05:00,38,13.0,5.2,3.6,0.0,1.0
Esch,2020-05-04,05:00,96,62.0,9.7,7.2,0.0,5.0
Esch,2020-05-05,05:00,96,58.0,7.1,18.0,0.0,5.0
Esch,2020-05-06,05:00,106,71.0,6.1,18.0,0.0,1.0
Esch,2020-05-07,05:00,106,66.0,8.1,10.8,0.0,1.0
Esch,2020-05-08,05:00,92,74.0,12.2,10.8,0.0,1.0
Esch,2020-05-09,05:00,44,13.0,14.6,7.2,0.0,5.0
Esch,2020-05-10,05:00,42,15.0,12.5,10.8,0.0,7.0
Esch,2020-05-11,05:00,100,35.0,7.1,28.8,0.6,7.0
Esch,2020-05-12,05:00,120,58.0,2.2,21.6,0.0,1.0
Esch,2020-05-13,05:00,124,50.0,4.7,18.0,0.0,5.0
Esch,2020-05-14,05:00,116,48.0,4.5,28.8,0.0,5.0
Esch,2020-05-15,05:00,130,69.0,5.7,25.2,0.0,1.0
Esch,2020-05-16,05:00,90,44.0,7.1,18.0,0.0,1.0
Esch,2020-05-17,05:00,76,22.0,7.2,18.0,0.0,1.0
Esch,2020-05-18,05:00,116,61.0,7.2,7.2,0.0,1.0
Esch,2020-05-19,05:00,118,66.0,11.2,14.4,0.0,1.0
Esch,2020-05-20,05:00,124,63.0,14.7,18.0,0.0,1.0
Esch,2020-05-21,05:00,60,17.0,14.0,10.8,0.0,1.0
Esch,2020-05-22,05:00,96,57.0,15.7,7.2,0.0,1.0
Esch,2020-05-23,05:00,88,26.0,12.5,10.8,0.5,5.0
Esch,2020-05-24,05:00,74,11.0,6.2,10.8,0.0,1.0
Esch,2020-05-25,05:00,128,40.0,8.2,10.8,0.0,1.0
Esch,2020-05-26,05:00,124,55.0,10.5,14.4,0.0,1.0
Esch,2020-05-27,05:00,118,54.0,11.1,10.8,0.0,1.0
Esch,2020-05-28,05:00,134,63.0,13.5,21.6,0.0,1.0
Esch,2020-05-29,05:00,160,61.0,11.2,18.0,0.0,1.0
Esch,2020-05-30,05:00,150,52.0,11.7,14.4,0.0,1.0
Esch,2020-05-31,05:00,84,18.0,11.5,14.4,0.0,1.0
Esch,2020-06-01,05:00,96,19.0,12.2,14.4,0.0,1.0
Esch,2020-06-02,05:00,188,71.0,16.1,14.4,0.0,1.0
Esch,2020-06-03,05:00,140,89.0,17.0,10.8,0.0,5.0
Esch,2020-06-05,05:00,174,43.0,8.1,10.8,0.0,5.0
Esch,2020-06-06,05:00,114,25.0,9.1,14.4,0.0,5.0
Esch,2020-06-07,05:00,128,15.0,7.6,7.2,0.0,1.0
Esch,2020-06-08,05:00,164,50.0,10.5,7.2,0.0,5.0
Esch,2020-06-09,05:00,158,66.0,10.5,18.0,0.0,5.0
Esch,2020-06-10,05:00,138,48.0,12.0,18.0,0.0,5.0
Esch,2020-06-12,05:00,150,52.0,12.1,14.4,0.0,5.0
Esch,2020-06-13,05:00,130,37.0,12.2,7.2,0.0,5.0
Esch,2020-06-16,05:00,146,52.0,13.5,10.8,0.0,5.0
Esch,2020-07-01,05:00,154,53.0,14.0,10.8,0.0,1.0
Esch,2020-07-02,05:00,132,36.0,16.1,10.8,0.0,5.0
Esch,2020-07-03,05:00,156,40.0,10.6,7.2,0.0,1.0
Esch,2020-07-04,05:00,132,32.0,12.2,10.8,0.0,1.0
Esch,2020-07-05,05:00,124,6.0,18.5,25.2,0.0,5.0
Esch,2020-07-06,05:00,150,44.0,11.2,21.6,0.0,1.0
Esch,2020-07-07,05:00,142,52.0,8.7,7.2,0.0,1.0
Esch,2020-07-08,05:00,144,60.0,13.0,10.8,0.0,5.0
Esch,2020-07-09,05:00,134,40.0,15.0,10.8,0.0,5.0
Esch,2020-07-10,05:00,140,35.0,18.1,10.8,0.0,5.0
Esch,2020-07-11,05:00,126,26.0,10.5,14.4,0.0,1.0
Esch,2020-07-12,05:00,92,16.0,12.2,14.4,0.0,1.0
